,date,description,guests,state,location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,properties.headline,properties.articles,properties.color,properties.radius,geometry.coordinates,geometry.type,candidate
126,OCT 19, Team Warren Pre-Debate Rally ,1395, MA,"WBZ Headquarters (parking lot), 1170 Soldiers Field Road, Allston, MA",42.35843,-71.12589,1.0,place,,,Allston,MA,Suffolk County,2134,US,TIGER/Line® dataset from the US Census Bureau,"Suffolk County, MA: 1395 guests"," Team Warren Pre-Debate Rally , WBZ Headquarters (parking lot), 1170 Soldiers Field Road, Allston, MA",#fbdaee,30,"(-71.12589, 42.35843)",Point,Warren
127,OCT 13, Roxbury Town Hall with Elizabeth Warren ,2867, MA,"Hibernian Hall, Boston, MA",42.370567,-71.026964,1.0,place,,,Boston,MA,Suffolk County,2101,US,TIGER/Line® dataset from the US Census Bureau,"Suffolk County, MA: 2867 guests"," Roxbury Town Hall with Elizabeth Warren , Hibernian Hall, Boston, MA",#fbdaee,30,"(-71.026964, 42.370567)",Point,Warren
128,SEP 29, Holyoke Town Hall with Elizabeth Warren ,2365, MA,"Holyoke City Hall Auditorium, 536 Dwight Street, Holyoke, MA",42.173858,-72.492672,1.0,street_center,,Holyoke St,Ludlow,MA,Hampden County,1056,US,TIGER/Line® dataset from the US Census Bureau,"Hampden County, MA: 2365 guests"," Holyoke Town Hall with Elizabeth Warren , Holyoke City Hall Auditorium, 536 Dwight Street, Holyoke, MA",#fbdaee,30,"(-72.492672, 42.173858)",Point,Warren
129,SEP 21, Unity Rally in Lowell with Elizabeth Warren ,982, MA,"UMass Lowell Inn & Conference Center, Lowell, MA",42.656045,-71.303309,1.0,place,,,Lowell,MA,Middlesex County,1850,US,TIGER/Line® dataset from the US Census Bureau,"Middlesex County, MA: 982 guests"," Unity Rally in Lowell with Elizabeth Warren , UMass Lowell Inn & Conference Center, Lowell, MA",#fbdaee,30,"(-71.303309, 42.656045)",Point,Warren
130,SEP 16, Massachusetts Democrats Organizing Meeting with Elizabeth Warren ,1030, MA,"May Street Auditorium, Worcester State University - 280 May Street, Worcester, MA",42.258916,-71.82980699999999,1.0,street_center,,May St,Worcester,MA,Worcester County,1602,US,TIGER/Line® dataset from the US Census Bureau,"Worcester County, MA: 1030 guests"," Massachusetts Democrats Organizing Meeting with Elizabeth Warren , May Street Auditorium, Worcester State University - 280 May Street, Worcester, MA",#fbdaee,30,"(-71.82980699999999, 42.258916)",Point,Warren
131,SEP 15, Quincy Town Hall with Elizabeth Warren ,1208, MA,"Quincy High School, Quincy, MA",42.239672999999996,-71.008139,1.0,street_center,,Quincy St,Quincy,MA,Norfolk County,2169,US,TIGER/Line® dataset from the US Census Bureau,"Norfolk County, MA: 1208 guests"," Quincy Town Hall with Elizabeth Warren , Quincy High School, Quincy, MA",#fbdaee,30,"(-71.008139, 42.239672999999996)",Point,Warren
132,SEP 9, Unity Rally with Elizabeth Warren & Ayanna Pressley ,2892, MA,"Cambridge Community Center, Cambridge, MA",42.372865999999995,-71.095128,1.0,street_center,,Cambridge St,Cambridge,MA,Middlesex County,2139,US,TIGER/Line® dataset from the US Census Bureau,"Middlesex County, MA: 2892 guests"," Unity Rally with Elizabeth Warren & Ayanna Pressley , Cambridge Community Center, Cambridge, MA",#fbdaee,30,"(-71.095128, 42.372865999999995)",Point,Warren
133,AUG 25, March with Elizabeth Warren in Boston Caribbean Carnival Parade ,611, MA,"Roxbury YMCA, Boston, MA",42.330743,-71.088004,1.0,street_center,,Roxbury St,Boston,MA,Suffolk County,2119,US,TIGER/Line® dataset from the US Census Bureau,"Suffolk County, MA: 611 guests"," March with Elizabeth Warren in Boston Caribbean Carnival Parade , Roxbury YMCA, Boston, MA",#fbdaee,30,"(-71.088004, 42.330743)",Point,Warren
134,AUG 11, Outer Cape Town Hall with Elizabeth Warren ,981, MA,"Nauset Regional High School, Eastham, MA",41.854977000000005,-69.96866800000001,1.0,street_center,,Nauset Rd,Eastham,MA,Barnstable County,2642,US,TIGER/Line® dataset from the US Census Bureau,"Barnstable County, MA: 981 guests"," Outer Cape Town Hall with Elizabeth Warren , Nauset Regional High School, Eastham, MA",#fbdaee,30,"(-69.96866800000001, 41.854977000000005)",Point,Warren
135,AUG 9, Fitchburg Town Hall with Elizabeth Warren ,1084, MA,"Conlon Fine Arts Building, Fitchburg State University, 367 North Street, Fitchburg, MA",42.583689,-71.816767,1.0,place,,,Fitchburg,MA,Worcester County,1420,US,TIGER/Line® dataset from the US Census Bureau,"Worcester County, MA: 1084 guests"," Fitchburg Town Hall with Elizabeth Warren , Conlon Fine Arts Building, Fitchburg State University, 367 North Street, Fitchburg, MA",#fbdaee,30,"(-71.816767, 42.583689)",Point,Warren
136,AUG 8, Woburn Town Hall with Elizabeth Warren ,1077, MA,"Woburn Memorial High School, Woburn, MA",42.488595000000004,-71.157271,1.0,place,,,Woburn,MA,Middlesex County,1801,US,TIGER/Line® dataset from the US Census Bureau,"Middlesex County, MA: 1077 guests"," Woburn Town Hall with Elizabeth Warren , Woburn Memorial High School, Woburn, MA",#fbdaee,30,"(-71.157271, 42.488595000000004)",Point,Warren
137,JUL 28, South End Town Hall with Elizabeth Warren ,2828, MA,"Benjamin Franklin Institute of Technology, Boston, MA",42.370567,-71.026964,1.0,place,,,Boston,MA,Suffolk County,2101,US,TIGER/Line® dataset from the US Census Bureau,"Suffolk County, MA: 2828 guests"," South End Town Hall with Elizabeth Warren , Benjamin Franklin Institute of Technology, Boston, MA",#fbdaee,30,"(-71.026964, 42.370567)",Point,Warren
138,JUL 22, Great Barrington Town Hall with Elizabeth Warren ,1587, MA,"Mahaiwe Performing Arts Center, Great Barrington, MA",42.187068,-73.36463499999999,1.0,street_center,,Mahaiwe St,Great Barrington,MA,Berkshire County,1230,US,TIGER/Line® dataset from the US Census Bureau,"Berkshire County, MA: 1587 guests"," Great Barrington Town Hall with Elizabeth Warren , Mahaiwe Performing Arts Center, Great Barrington, MA",#fbdaee,30,"(-73.36463499999999, 42.187068)",Point,Warren
139,JUL 8, Natick Town Hall + Cookout with Elizabeth Warren ,3668, MA,"Belkin Family Lookout Farm, Natick, MA",42.283429999999996,-71.3495,1.0,place,,,Natick,MA,Middlesex County,1760,US,TIGER/Line® dataset from the US Census Bureau,"Middlesex County, MA: 3668 guests"," Natick Town Hall + Cookout with Elizabeth Warren , Belkin Family Lookout Farm, Natick, MA",#fbdaee,30,"(-71.3495, 42.283429999999996)",Point,Warren
140,JUN 16, Newburyport Town Hall with Elizabeth Warren ,1060, MA,"Newburyport High School, Newburyport, MA",42.80965,-70.873196,1.0,place,,,Newburyport,MA,Essex County,1950,US,TIGER/Line® dataset from the US Census Bureau,"Essex County, MA: 1060 guests"," Newburyport Town Hall with Elizabeth Warren , Newburyport High School, Newburyport, MA",#fbdaee,30,"(-70.873196, 42.80965)",Point,Warren
141,JUN 9, March/Dance with Elizabeth Warren in Boston Pr,1269, MA,"Boston, Massachusetts, Boston, MA",42.324701,-71.05923299999999,1.0,street_center,,Boston St,Boston,MA,Suffolk County,2125,US,TIGER/Line® dataset from the US Census Bureau,"Suffolk County, MA: 1269 guests"," March/Dance with Elizabeth Warren in Boston Pr, Boston, Massachusetts, Boston, MA",#fbdaee,30,"(-71.05923299999999, 42.324701)",Point,Warren
142,MAY 12, New Bedford Town Hall with Elizabeth Warren ,850, MA,"Greater New Bedford Regional Vocational-Technical High School, New Bedford, MA",41.633416,-70.951045,1.0,place,,,New Bedford,MA,Bristol County,2740,US,TIGER/Line® dataset from the US Census Bureau,"Bristol County, MA: 850 guests"," New Bedford Town Hall with Elizabeth Warren , Greater New Bedford Regional Vocational-Technical High School, New Bedford, MA",#fbdaee,30,"(-70.951045, 41.633416)",Point,Warren
143,APR 28, Brockton Town Hall with Elizabeth Warren ,1055, MA,"West Middle School, Brockton, MA",42.079399,-71.03999,1.0,place,,,Brockton,MA,Plymouth County,2301,US,TIGER/Line® dataset from the US Census Bureau,"Plymouth County, MA: 1055 guests"," Brockton Town Hall with Elizabeth Warren , West Middle School, Brockton, MA",#fbdaee,30,"(-71.03999, 42.079399)",Point,Warren
144,APR 21, Cape Cod Conversation with Elizabeth Warren on the Opioid Crisis ,763, MA,"Cape Cod Regional Technical High School, Harwich, MA",41.693476000000004,-70.30668299999999,1.0,street_center,,Cape Cod Ln,Barnstable,MA,Barnstable County,2630,US,TIGER/Line® dataset from the US Census Bureau,"Barnstable County, MA: 763 guests"," Cape Cod Conversation with Elizabeth Warren on the Opioid Crisis , Cape Cod Regional Technical High School, Harwich, MA",#fbdaee,30,"(-70.30668299999999, 41.693476000000004)",Point,Warren
145,APR 13, Cordray for Ohio Rally with Elizabeth Warren ,1406, OH,"Newport Music Hall, Columbus, OH",39.903847999999996,-82.859098,1.0,street_center,,Newport Rd,Columbus,OH,Franklin County,43232,US,TIGER/Line® dataset from the US Census Bureau,"Franklin County, OH: 1406 guests"," Cordray for Ohio Rally with Elizabeth Warren , Newport Music Hall, Columbus, OH",#fbdaee,30,"(-82.859098, 39.903847999999996)",Point,Warren
146,APR 5, Dorchester Reporter Town Hall with Elizabeth Warren ,1411, MA,"Boston Teachers Union, Boston, MA",42.324701,-71.05923299999999,1.0,street_center,,Boston St,Boston,MA,Suffolk County,2125,US,TIGER/Line® dataset from the US Census Bureau,"Suffolk County, MA: 1411 guests"," Dorchester Reporter Town Hall with Elizabeth Warren , Boston Teachers Union, Boston, MA",#fbdaee,30,"(-71.05923299999999, 42.324701)",Point,Warren
147,MAR 10, Weymouth Town Hall with Elizabeth Warren ,1348, MA,"Weymouth High School, Weymouth, MA",42.20794,-70.95514,1.0,place,,,Weymouth,MA,Norfolk County,2188,US,TIGER/Line® dataset from the US Census Bureau,"Norfolk County, MA: 1348 guests"," Weymouth Town Hall with Elizabeth Warren , Weymouth High School, Weymouth, MA",#fbdaee,30,"(-70.95514, 42.20794)",Point,Warren
148,MAR 9, Springfield Open House with Elizabeth Warren ,1265, MA,"Springfield Technical Community College, Springfield, MA",42.132508,-72.600365,1.0,street_center,,Springfield St,Springfield,MA,Hampden County,1107,US,TIGER/Line® dataset from the US Census Bureau,"Hampden County, MA: 1265 guests"," Springfield Open House with Elizabeth Warren , Springfield Technical Community College, Springfield, MA",#fbdaee,30,"(-72.600365, 42.132508)",Point,Warren
149,FEB 25, Holden Town Hall with Elizabeth Warren ,2206, MA,"Wachusett Regional High School, Holden, MA",42.361441,-71.838962,1.0,street_center,,Wachusett St,Holden,MA,Worcester County,1520,US,TIGER/Line® dataset from the US Census Bureau,"Worcester County, MA: 2206 guests"," Holden Town Hall with Elizabeth Warren , Wachusett Regional High School, Holden, MA",#fbdaee,30,"(-71.838962, 42.361441)",Point,Warren
150,FEB 10, Franklin Town Hall with Elizabeth Warren ,2852, MA,"Franklin High School (Massachusetts), Franklin, MA",42.08868,-71.404814,1.0,place,,,Franklin,MA,Norfolk County,2038,US,TIGER/Line® dataset from the US Census Bureau,"Norfolk County, MA: 2852 guests"," Franklin Town Hall with Elizabeth Warren , Franklin High School (Massachusetts), Franklin, MA",#fbdaee,30,"(-71.404814, 42.08868)",Point,Warren
